appId,store,flag,title
app.cybrook.trackvieo,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackviep,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackvieq,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackvier,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackvies,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackviet,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackvieu,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackviev,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackview,playstore,stalkerware,TrackView
app.cybrook.trackviex,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackviey,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trackviez,playstore,stalkerware,"TrackView,LifeCircle"
app.cybrook.trustserv,playstore,stalkerware,"TrackView,LifeCircle"
app.familysecure.locator,playstore,dual-use,Family Secure And Locator
app.fitmap.app,playstore,dual-use,Fitmap: Events & Challenges
app.geoloc,playstore,dual-use,GeoLocator — Family Tracker + Baby Monitor Online
app.goinhome,playstore,dual-use,GoinHome - Find my Friends & Family on the map
app.gps_find_thisphone,playstore,dual-use,GPS find my love( phone)
app.gpsme,playstore,dual-use,Family GPS tracker KidsControl
app.joyne.joyne,appstore,dual-use,JoyneApp
app.kc.circles,appstore,dual-use,KidsControl. Find my Phone
app.kids360.parent,playstore,dual-use,Kids 360 – parental control & screen time limiter
app.lifecircle,playstore,stalkerware,Secure Messenger and Family Locator - LifeCircle
app.mobile.phone.number.call.location.tracker,appstore,dual-use,Mobile Number Location Finder
app.parentalcontrol.kid,playstore,dual-use,Parental Control Kids App
app.parentalcontrol.parent,playstore,dual-use,Parental Control App
app.phone_lost_finder.gps_locations_cell_phone,playstore,dual-use,MOBILE Phone Finder/Traker and GPS Map Routefinder
app.phonefinder.gpslocations,playstore,dual-use,Reverse Phone Lookup Maps Navigation & TransitFree
app.phonelost.location,playstore,dual-use,GPS Location Tracking Find Friends Trace Number
app.phonelost.locationfinder,playstore,dual-use,Find phone location tracking GPS phone locator
app.radzan,playstore,dual-use,ردیابی افراد خانواده با شماره موبایل بدون اینترنت
app.seniorsafety,playstore,stalkerware,"Senior Safety App, GPS Tracker, Fall Alerts & More"
app.spottifamily,appstore,dual-use,Spotti Family Mapper
app.spy24.spy24installer,playstore,stalkerware,Spy24
app.spy24.systemwifi,playstore,stalkerware,Spy24
app.tools.phone.automatic.callrecorder,playstore,dual-use,Automatic PhoneCall Recorder
app.tracklost.cellgpslocation,playstore,dual-use,Phone Reverse Lookup GPS Tracker Find My Phone App
app.trackview,playstore,stalkerware,"TrackView,LifeCircle"
app.trackview.pro,playstore,stalkerware,"TrackView,LifeCircle"
app.zenly.locator,playstore,dual-use,"Zenly - Your map, your people"
appinventor.ai_Appscuanticas.Mensagens_de_Amor,playstore,dual-use,Mensagens de Amor
appinventor.ai_MEngeneeringSoft.GPSSms_Tracker,playstore,dual-use,GPS SMS Tracker
appinventor.ai_MEngeneeringSoft.GPSSms_Tracker_ITA,playstore,dual-use,GPS Sms Tracker ITA
appinventor.ai_aditya_mits13.anthroCalc,playstore,dual-use,AnthroCal
appinventor.ai_antoniograterol.GPSTrackerControl,playstore,dual-use,GPSTracker Control GPS103-A/B
appinventor.ai_davidlobomartinez.ConvVozATexto,playstore,dual-use,Voz a texto y texto a voz
appinventor.ai_info.SMS_Reader,playstore,dual-use,SMS Reader
appinventor.ai_newdroid75.Security_SMS_remote,playstore,dual-use,Security SMS Remote
appinventor.ai_prycpl.androidlost_sms,playstore,dual-use,SMS client for AndroidLost
appinventor.ai_simoxa79.Trovare_Smartphone,playstore,dual-use,Trova cellulare - smartphone
appinventor.ai_smartmonkeyluca.TK103GPSTRACKER,playstore,dual-use,TK103 GPS TRACKER FULL CONTROL
appinventor.ai_thewolfman1984.Spytxt_listen_in,playstore,dual-use,SPYTXT Listen In
apps.fortuneappsdev.voicerecorderhdaudiorecord,playstore,dual-use,Voice Recorder : HD Audio Record
appstudio.call.recorderpro,playstore,dual-use,Call Recorder Pro
apptrends.maps_navigation.friends_mobile_location_tracker,playstore,dual-use,Mobile Location Tracker
apptrends.smart_vehicle_location_tracker,playstore,dual-use,RTO Vehicle Information Track
apstan.flashlightonclap.smart_flashlight.flashblinkg,playstore,dual-use,Find MY Phone : Clap to Find Lost Device📲
ar.com.megaingenieria.emobi.locator,playstore,dual-use,Family Locator GPS Tracker Child - Voice Chat
at.bikersos,playstore,dual-use,BikerSOS - Motorcycle Ride GPS Tracker & SOS
at.janossarkezi.android.smsforwarder,playstore,dual-use,SMS Forwarder
at.murbit.moGPXTracker-Free,appstore,dual-use,GPX Trail Tracker
attendance.in.spyservices,playstore,dual-use,SPY MOBILE Staff App
attendtrack.attendancetracker.free,playstore,dual-use,Employee Attendance & Location Tracker App
au.com.esolution.isafe,appstore,dual-use,iStaySafe
au.com.itfirstaid.ios.leelou,appstore,dual-use,Leelou Personal Safety
au.com.koben.ios.ThumbsUp,appstore,dual-use,Thumsters
au.com.optus.selfservice,playstore,dual-use,My Optus
au.com.vividreflections.vrontrack.pro,playstore,dual-use,OnTrack GPS Sport Tracking Pro
auto.allcallrecorder,playstore,dual-use,Auto All Call Recorder
auto.call.recorder.aas,playstore,dual-use,Auto Call Recorder 2017
auto.callrecorder.allcallrecorder,playstore,dual-use,Automatic Call Recorder
auto.savecallphonevocal.Enregistrement2017,playstore,dual-use,Automatic Call Recorder 2017
autocall.recorder.pro,playstore,dual-use,HD Automatic Call Recorder Pro -  Hide App
automatic.call.recorder,playstore,dual-use,Automatic Call Recorder
automatic.call.recorder.autoenregistrgratuit,playstore,dual-use,Enregistreur d'appel gratuit
automatic.call.recorder.enregistrement,playstore,dual-use,Call Recorder 2016
automatic.call.recorder.hd.real.all.superfree.Easy.pro,playstore,dual-use,Automatic All Call Recorder 2017
automatic.call.recorder.pro2016,playstore,dual-use,Call Recorder Pro HD 2016
automatic.call.recorder.pro2016hd,playstore,dual-use,HD Auto Call Recorder 2016
automaticcall.recorder.microphoneapp.liqatoquantforme,playstore,dual-use,Automatic Call Recorder 2018
automaticcallrecorder.kimis.creative,playstore,dual-use,Automatic Call Recorder
avataar.iamsafe,playstore,dual-use,Locator
backup.email.inapp,playstore,dual-use,Backup message & call to Email
barsa.auto.call.recorder.free,playstore,dual-use,Auto Call Recorder Free 2020
basirsharif.smsreader,playstore,dual-use,SMS Reader
batman.android.addressbook,playstore,dual-use,Address Book
bb.biziz.callrecorder,playstore,dual-use,Free Call Recorder
be.depraatdoos.beloningsbord,playstore,dual-use,Reward
be.smartdesign.iMoves,appstore,dual-use,iMoves GPS tracker
bestfreelivewallpapers.mobile_location_tracker_pro,playstore,dual-use,Mobile Location Tracker Pro
bg.iss.smscontroller.app,playstore,dual-use,I Forgot My Phone
bhanupro.callrecorderpro,playstore,dual-use,Call Recorder Pro
bhupendra.com.callrecorderpro,playstore,dual-use,Automatic Call Recorder Pro
binaryearth.handygpsfree,playstore,dual-use,Handy GPS (free)
biz.appvisi0n.adbapp,playstore,dual-use,AppVisi0n
biz.binarysolution.securelock,playstore,dual-use,secureLock & GPS Tracker
biz.davidpearson.android.honey,playstore,dual-use,"Honey, You Left Your Phone On Silent Again."
biz.gps_control.gpscontrolservice,playstore,dual-use,GPS Tracker
block.unwanted.call.sms,playstore,dual-use,Block Calls & Block SMS
bp.ft,appstore,dual-use,"FindMe: Find My Friends, Phone"
br.com.appfornecedor.legal,playstore,stalkerware,MeuSpy
br.com.cloud.aplicativo,playstore,stalkerware,MeuSpy
br.com.cloud.backup,playstore,stalkerware,MeuSpy
br.com.cubique.smstracker,playstore,dual-use,SMS Tracker
br.com.daggers.gameap,playstore,stalkerware,MeuSpy
br.com.daggers.toshtec,playstore,stalkerware,MeuSpy
br.com.eaglespy,offstore,stalkerware,eagleSPY
br.com.fabiosistemas.rastreador,playstore,dual-use,Track Location & Car
br.com.galaxys.gameap,playstore,stalkerware,MeuSpy
br.com.gamelevel.cloudv3,playstore,stalkerware,MeuSpy
br.com.gamelevel.playstart,playstore,stalkerware,MeuSpy
br.com.gpstrackerbysms,playstore,dual-use,GPS Tracker by SMS - Pro
br.com.gpstrackerbysms.free,playstore,dual-use,GPS Tracker by SMS - Free
br.com.gravador.callrecorder.lite.activity,playstore,dual-use,Call Recorder LITE
br.com.gravador.callrecorder.pro.activity,playstore,dual-use,Call Recorder PRO
br.com.hataba.itrackerfree2,playstore,dual-use,Cell Phone Tracking iTracker
br.com.ideatech.smsfakepro,playstore,dual-use,Sending Fake SMS
br.com.invsoft.bymail,playstore,dual-use,byMail
br.com.invsoft.bymail.lite,playstore,dual-use,byMail Lite
br.com.lidersat.coliseumtracker,playstore,dual-use,Coliseum Tracker Rastreador
br.com.lzmsoftwares.find,playstore,dual-use,Cell Phone Tracking - Find
br.com.maceda.android.antifurtosms,playstore,dual-use,Antitheft Droid SMS - Security
br.com.maceda.android.antifurtow,playstore,stalkerware,Antitheft Droid WEB - Security
br.com.mobiltracker,playstore,dual-use,Mobiltracker Monitor
br.com.monsthers.gameap,playstore,stalkerware,MeuSpy
br.com.phonecell.cloud1,playstore,stalkerware,MeuSpy
br.com.phonecell.go5ge,playstore,stalkerware,MeuSpy
br.com.phonecell.maps,playstore,stalkerware,MeuSpy
br.com.phonecell.radio,playstore,stalkerware,MeuSpy
br.com.phonecell.services,playstore,stalkerware,MeuSpy
br.com.rastreadordenamorado,playstore,stalkerware,RastreadorDeNamorado
br.com.simplyas.modbox,appstore,dual-use,Tracking GPS - modbox
br.com.sistema.aplicativo,playstore,stalkerware,MeuSpy
br.com.smscartracking.free,playstore,dual-use,SMS Car Tracking Free
brada.prod.callrecorder,playstore,dual-use,Call Recorder Pro
brunnlechner.gps.zeiterfassung,playstore,dual-use,GPS Time Tracker - Logbook
brunnlechner.gps.zeiterfassungpro,playstore,dual-use,GPS Time Tracker - logbook Pro
bs.geofence.tracker.tasker,playstore,dual-use,"Location tracker, my helper"
bv.vemzye,playstore,stalkerware,"MonitorChecker,AndrMonitor,AndroidMon,Dromon"
by.tracktech.familyios,appstore,dual-use,My Family: Find Friends Phone
by.uniq.find-my-friends,appstore,dual-use,Family Link for Parents
c_entron.isuite2016,playstore,dual-use,iSuite 2017
ca.cellinnovation.android.cvr.free,playstore,dual-use,CVR Call Recorder
ca.greenmachines.way.whereareyou,playstore,dual-use,Whizz (SMS Locator)
ca.voicecallrecorder.callrecording,playstore,dual-use,Call recorder 2017
call.appdev.callrecorder,playstore,dual-use,auto call recorder pro
call.automaticcallrecorder2017.freeautocallrecorder2017,playstore,dual-use,Call Recorder Automatic 2017
call.recoderapk,playstore,dual-use,HD Call Recorder
call.recorder.acr,playstore,dual-use,Automatic Call Recorder : Call Recorder
call.recorder.andromeda.android.best,playstore,dual-use,Automatic All Call Recorder 2018-ACR 2018
call.recorder.automatic.acr,playstore,dual-use,Call Recorder - Automatic Call Recorder
call.recorder.callerrecorder.automaticcallerrecorder,playstore,dual-use,Call Recorder - Automatic Call Recorder
call.recorder.supraapps,playstore,dual-use,whadspup call recorder
call.recorder.tape,appstore,dual-use,Phone Call Recorder
call.recorder.top.android.studiomart,playstore,dual-use,Call Recorder Pro
call.recording.app,playstore,dual-use,Call Recorder Automatic
callauto.recorderautomatic.callconversation,playstore,dual-use,call recorder automatic - Recorder Hide Call 2018
caller-location-tracker.realmobilecallerlocation,appstore,dual-use,True Location - Find Number
caller.pebbler,playstore,dual-use,Find My Phone for Pebble
caller.phone.dialer.smart,playstore,dual-use,Call Recorder ACR
callerid.callrecording.callmanager,playstore,dual-use,call recording : automatic Call Recorder & manager
callidentifier.record.voice,playstore,dual-use,Call & Voice Recorder
callimo.callrecorderwtsp.autofbfree,playstore,dual-use,Call Recorder Automatic 2017 Free ( HD Quality )
callrec.callrecorder.auto,playstore,dual-use,Call Recorder 2017
callrecorder.callrecorder.callrecorder,playstore,dual-use,High Quality Automatic Call Recorder 2018
callrecorder.lifehost.info,playstore,dual-use,Free Call Record No Ads
callrecorder.voice.recorder,playstore,dual-use,call recorder 2018
callrecorder.voicerecorder.pro,playstore,dual-use,Call Recorder - New 2017
callrecorder2018.callauto.recorderautomatic,playstore,dual-use,Call Recorder Automatic 2018
callrecording.auto.voice,playstore,dual-use,Call Recorder: Clear Voice
callrecording.callrecorder.callrecorderautomatic,playstore,dual-use,Call recorder incoming and outgoing 2017 🤳
calls.blacklist.smsblocker,playstore,dual-use,Calls Sms Blacklist PRO
cam.hidden.app.google,playstore,dual-use,Hidden Cam
casa.com.familytracker,playstore,dual-use,Family Locator
cauchy.android.tracker,playstore,dual-use,DroidTracker
cc.automatic.callrecorder.free,playstore,dual-use,Automatic Call Recorder ACR
cc.manbu.zhongxing.s520watch,playstore,dual-use,Children Watch 520
cell.phone.ip.location,playstore,dual-use,Cell Phone Tracker
cell.phone.mobile.tracker,playstore,dual-use,Mobile Tracker
cell.spy.phone.messenger.gps.tracker,playstore,dual-use,Cell Tracker Messenger
ch.alpeinsoft.cloudsecurium.lite,playstore,dual-use,CloudSecurium™ Lite
ch.alpeinsoft.cloudsecurium.standalone,playstore,dual-use,CloudSecurium™ Standalone
ch.gridvision.ppam.androidautomagic,playstore,dual-use,Automagic * Automation
ch.sbb.inclusive,playstore,dual-use,SBB Inclusive
ch.smarthometechnology.smsswitch.it,playstore,dual-use,SMS Switch
chiccododifc.it.resmevefree,playstore,dual-use,ResMeVe Rescue Me Everyw. FREE
chipolo.net.v3,playstore,dual-use,Chipolo
chirp.moonbeamdevelopment.com,appstore,dual-use,Chirp GPS phone tracking
chopra.dhruv.RaahTracker,appstore,dual-use,Route Tracker Pro - For GPS Location Sharing
chopra.dhruv.RouteTracker,appstore,dual-use,Route Tracker Lite
city.russ.alltrackercorp,playstore,stalkerware,"AllTracker,Russcity"
city.russ.alltrackerfamily,playstore,stalkerware,"All Tracker Family. GPS, Calls and Video Tracking!"
city.russ.alltrackerinstaller,playstore,stalkerware,"AllTracker,Russcity"
cl.petzone.ePet,appstore,dual-use,ePet - Your Pet is Online
clap.to.find.my.lost.phone.flashlight.with.sound,playstore,dual-use,Clap to Find my Lost Phone - Flashlight & Sound
clap.to.find.phone.lost.phone.finder,playstore,dual-use,Clap To Find My Phone
clap.to.find.phone.rk,playstore,dual-use,Clap To Find My Phone
clf3soft.pang,appstore,dual-use,"Pang - Friend Locator, Place Finder, and GPS Phone Tracker"
cloud.vdc.recall,playstore,dual-use,RECall App - Automatic Call Recorder
club.mymedia.callrecorder.pro,playstore,dual-use,Call Recorder PRO
cm.pt.barkparent,playstore,dual-use,Bark - Monitor and Manage Your Kids Online
cmf0.c3b5bm90zq.patch,playstore,stalkerware,"Hoverwatch,SpyBubble"
cn.fitnessforever.family,appstore,dual-use,Find my Friends、Family、Phone
cn.geekapp.findlocationmanager,playstore,dual-use,Find Location定位追踪软件
cn.jgyang.wild.sharelocation,appstore,dual-use,Share Location with Friend
cn.menue.smsautoreply,playstore,dual-use,Auto reply
cn.trackview.shentan,playstore,stalkerware,"TrackView,LifeCircle"
co.callrecorderpro,playstore,dual-use,Call Recorder Auto 2017 ( Enregistreur d'appel )
co.crosstrax.tracking,appstore,dual-use,CROSStrax GPS Tracking
co.familykeeper.kids,playstore,dual-use,FamilyKeeper Child
co.familykeeper.parents,playstore,dual-use,Parental Control & Screen Time App - FamilyKeeper
co.familytech.mothershp,playstore,dual-use,Mothershp
co.guardian.creations,playstore,dual-use,Guardian - Family Locator
co.guardiancircle.app1,playstore,dual-use,Guardian Circle
co.il.fiveplus.smsforwarder,playstore,dual-use,SMS Forwarder
co.kidcasa.app,playstore,dual-use,Brightwheel - Classroom Management & Business Tool
co.myki.android,playstore,dual-use,Myki: Offline Password Manager & Authenticator
co.onsecondthought,playstore,dual-use,On Second Thought SMS
co.uk.create.solutions.printtextmessages,playstore,dual-use,Print Text Messages (Pro)
co.uk.create.solutions.printtextmessagesfree,playstore,dual-use,Print Text Messages
co.uk.trackyour.Track-Your-GPS-Tracker,appstore,dual-use,Track Your GPS GPRS Tracker
co.uk.trackyour.Track-Your-GPS-Tracker-LITE,appstore,dual-use,Track Your GPS Tracker - Free
co.uk.trackyour.trackyourgpstracker,playstore,dual-use,Track Your GPS GSM Tracker
co.uk.trackyour.trackyourgpstrackerlite,playstore,dual-use,Track Your GPS Tracker - Free
co.za.actifinder,playstore,dual-use,"ActiFinder: Ride, Hike, run"
coJack,appstore,dual-use,coJack
code.main.sound,playstore,dual-use,Hidden recorder
codematics.auto.car.autosharing.carpooling,playstore,dual-use,TERE: Let's Travel Together
com.409tech.cell1,appstore,dual-use,Cell Phone Tracker - Locate and Track Down
com.409tech.ctrackers,appstore,dual-use,All Phone Tracker SPY
com.99check.99check,appstore,dual-use,Find My Family & Friends Phone Locator by 99check
com.99mobileapp.detectit,appstore,dual-use,Bluetooth BLE Device Finder
com.AMDev.recordvoice,playstore,dual-use,Automatic Call recorder pro -Free 2018
com.ANA3ABDORABI.callrecorderpro,playstore,dual-use,Automatic Call Recorder - Pro
com.ATA_Droid.AutoCallRecorder,playstore,dual-use,Auto Call Recorder 2017
com.ATA_Droid.AutomaticCallRecorder,playstore,dual-use,Automatic Call Recorder - pro 2018
com.ATI.KidsSafe,appstore,dual-use,WebWatcher
com.Adityak.voicemail,playstore,dual-use,Record My Calls
com.AgDev.ShS002.Stokie29,playstore,dual-use,نساء يمكن ان يقمن بالخيانة
com.AgDev.ShS002.Stokie31,playstore,dual-use,صفات المرأة الخائنة
com.AlphaPro.Automatic.callrecorder,playstore,dual-use,My Call Recorder Automatic
com.AndLocation.AndLocation,playstore,dual-use,Latitude Longitude Location
com.Andrew.Karavan,appstore,dual-use,Find Friends & Phone – Karavan
com.App.justdriveTeen,appstore,dual-use,JustDriving - Teen
com.Apprecorder.callrecord,playstore,dual-use,Call Recorder - IVCall
com.AppsNTapss.livestreetview.livemap,playstore,dual-use,Live Street View & Map: Satellite Earth Navigation
com.AppzLocker,playstore,dual-use,AppzLocker
com.ArabicAppsPro.mosajil.mokalamat,playstore,dual-use,Auto Call Recorder Offline
com.Auto.Phone.Call.Recorder.Free,playstore,dual-use,Auto Phone Call Recorder free
com.Automatic.Call.Recorder,playstore,dual-use,Automatic Call Recorder Pro HD
com.Automatic.recorderyak,playstore,dual-use,Automatico Call Recorder 2017
com.AutomaticCall.callfree,playstore,dual-use,Automatic Call Recorder free
com.Automaticcall.callrecorder,playstore,dual-use,Automatique Call-Recorder 2018
com.AwamiSolution.smartkeylogger,playstore,stalkerware,Hiddad
com.Beaconites.FindLostAndTrakingMyPhone,playstore,dual-use,Find Lost phone Tracking -(Without Internet)
com.BestCallRecord.Autocallrecorder2018pro,playstore,dual-use,Call Recorder 2018
com.BlueZebra.GPSTracker,appstore,dual-use,My GPS Tracker
com.BoneCrackerGames.RealisticCarControllerV3,playstore,dual-use,Realistic Car Controller V3
com.CRFree,playstore,dual-use,Call Recorder (Light)
com.Call.Recorder2017,playstore,dual-use,call recorder 2017
com.CallRecord,playstore,dual-use,Call recorder: CallRec free
com.CallRecordFreeBlack,playstore,dual-use,Call recorder Free
com.CallRecordFull,playstore,dual-use,Call recorder: CallRec
com.CallRecorder.voicecallrecorder,playstore,dual-use,Call Recorder
com.CallerApp.CallRecoder,playstore,dual-use,Auto Call Recorder
com.Calls.up.callrecorderpro,playstore,dual-use,Recorder Automatic 2017
com.Child.Psychology.knowledge,playstore,dual-use,Child Psychology
com.ChiragDevelopers.AUTOcallrecorder,playstore,dual-use,Best Call Recorder Pro
com.DigitalSolutions.DigitalCallRecorder,playstore,dual-use,Digital Call Recorder
com.DigitalSolutions.DigitalCallRecorderFull,playstore,dual-use,Digital Call Recorder Pro
com.DondeEstan.Abser,playstore,dual-use,Locator Where Are We Track
com.Edit_edittt.perasanaa.perasanaa,playstore,dual-use,نوشتن روی تصاویر
com.Enregistrementdappel.Enregistrementdappel2017,playstore,dual-use,Enregistrement d'appel 2017
com.Enregistreur.appel2017,playstore,dual-use,Auto secret funny call recorder 2017
com.Faahd.CallRecorder,playstore,dual-use,Call Recorder Auto
com.Fahd.CallRecorder,playstore,dual-use,Call Recorder Automatic - pro
com.Find.Myphone.AMDev_one.phonelocation,playstore,dual-use,Find My Phone Free   -locate my phone
com.Find.Myphone.Tiga.phonelocation,playstore,dual-use,Find My Phone : My Device
com.FindFriend,playstore,dual-use,Find Friends
com.Free-Imei-Check,appstore,dual-use,SIM Card Status Checker
com.Free.Top.callrecorderpro,playstore,dual-use,automatic Call Recorder 2017
com.FreeCallsSMStracker,playstore,dual-use,"Free Phone Tracker - Monitor calls, texts & more"
com.Free_Aryo_Apps.callrecorder,playstore,dual-use,Automatic Galaxy New Call Recorder 2017
com.GG.CallRecorder,playstore,dual-use,Call Recorder - IntCall
com.GPSTracks,playstore,dual-use,GPS-Tracks for Android
com.GeoSpotX.SmartPhoneTracker,playstore,dual-use,SmartPhoneTracker Free
com.Gorengo.automated.call.recorder.pro,playstore,dual-use,ACR Call Recorder Pro
com.HRK.FreeAutoCallRecorder,playstore,dual-use,Call Recorder Pro
com.HighTouch.WiredSmsTablet,playstore,dual-use,Wired Sms Tablet
com.HighTouch.findmyphone,playstore,dual-use,Find My Phone
com.HkstreamNatSecutech,playstore,dual-use,365SECU
com.ITU.ahmedsohail.spyapp,playstore,dual-use,SpyApp
com.IztokTrost.Watch4myPhone,appstore,dual-use,Watch 4 my Phone - Lost Alert
com.JeLocalisetrackerApp.view,playstore,dual-use,jelocalise Phone GPS Tracker
com.Jelocalise.familytracker.app,playstore,dual-use,Family Tracker Phone Tracking
com.Kidshandprint.compasspositiontrackerpro,playstore,dual-use,Compass Position Tracker Pro
com.Kidshandprint.gpspostosmspro,playstore,dual-use,GPS position to sms Pro
com.Kidshandprint.gpsqiblapro,playstore,dual-use,Gps Qibla Pro
com.LaqTheRoxer.android.RemoteControlSMS.app,playstore,dual-use,Remote Control SMS
com.Lilypie.ten20,appstore,dual-use,10-20 On my way
com.MBStudio.clapforfindphone,playstore,dual-use,Clap To Find Phone
com.MJDStudios.callrecorderpro,playstore,dual-use,مسجل المكالمات الذكي
